SubjecNumber	run	trial	Stimulus	StimulusValue	Condition	Rating	RatingRT	StartSliderPosition	stimulusOnset	StimulusOffset	RatingScaleOnset	RatingScaleOffset
434	3	1	Fa2_2322.jpg	40	conj	NaN	NaN	NaN	3.014625e+00	6.031871e+00	NaN	Nan
434	3	2	bid	NaN	NaN	4.875000e+01	-999	60	NaN	Nan	1.151108e+01	1.455843e+01
434	3	3	Fa3_1231.jpg	70	summ	NaN	NaN	NaN	2.250895e+01	2.552556e+01	NaN	Nan
434	3	4	bid	NaN	NaN	6.975000e+01	1.429303e+03	60	NaN	Nan	3.151293e+01	3.452538e+01
434	3	5	Fa2_2322.jpg	40	conj	NaN	NaN	NaN	3.850909e+01	4.152576e+01	NaN	Nan
434	3	6	bid	NaN	NaN	4.050000e+01	2.564772e+03	60	NaN	Nan	4.551106e+01	4.852560e+01
434	3	7	Fa3_1211.jpg	40	summ	NaN	NaN	NaN	5.350907e+01	5.652600e+01	NaN	Nan
434	3	8	bid	NaN	NaN	3.825000e+01	2.481682e+03	60	NaN	Nan	6.151101e+01	6.452595e+01
434	3	9	Fa2_2323.jpg	70	conj	NaN	NaN	NaN	6.950964e+01	7.252692e+01	NaN	Nan
434	3	10	bid	NaN	NaN	7.125000e+01	1.317183e+03	60	NaN	Nan	7.951124e+01	8.252836e+01
434	3	11	Fa2_2223.jpg	50	conj	NaN	NaN	NaN	8.851301e+01	9.153020e+01	NaN	Nan
434	3	12	bid	NaN	NaN	4.725000e+01	-999	60	NaN	Nan	9.901064e+01	1.020484e+02
434	3	13	Fa2_2121.jpg	30	conj	NaN	NaN	NaN	1.095165e+02	1.125339e+02	NaN	Nan
434	3	14	bid	NaN	NaN	3.075000e+01	2.314207e+03	60	NaN	Nan	1.165126e+02	1.195267e+02
434	3	15	Fa2_2323.jpg	70	conj	NaN	NaN	NaN	1.255103e+02	1.285270e+02	NaN	Nan
434	3	16	bid	NaN	NaN	6.975000e+01	1.331059e+03	60	NaN	Nan	1.350126e+02	1.380271e+02
434	3	17	Fa3_1231.jpg	70	summ	NaN	NaN	NaN	1.450105e+02	1.480273e+02	NaN	Nan
434	3	18	bid	NaN	NaN	69	1.447887e+03	60	NaN	Nan	1.535127e+02	1.565271e+02
434	3	19	Fa3_1331.jpg	90	summ	NaN	NaN	NaN	1.635108e+02	1.665275e+02	NaN	Nan
434	3	20	bid	NaN	NaN	90	2.333059e+03	60	NaN	Nan	1.710113e+02	1.740275e+02
434	3	21	Fa3_1321.jpg	80	summ	NaN	NaN	NaN	1.800123e+02	1.830294e+02	NaN	Nan
434	3	22	bid	NaN	NaN	78	-999	60	NaN	Nan	1.910107e+02	1.940477e+02
434	3	23	Fa3_1331.jpg	90	summ	NaN	NaN	NaN	1.990153e+02	2.020327e+02	NaN	Nan
434	3	24	bid	NaN	NaN	8.850000e+01	2.122795e+03	60	NaN	Nan	2.070110e+02	2.100278e+02
