sub_num	trial_num	stimulus	feedback	real_value	reaction_time	rating
304	1	Fc1_1231_X.jpg	42	40	2.992936e+03	3.976562e+01
304	2	Fc1_1231_X.jpg	39	40	1.675947e+03	4.054688e+01
304	3	Fc1_2221_Y.jpg	30	30	1.758027e+03	30
304	4	Fc1_2221_Y.jpg	31	30	7.061157e+02	30
304	5	Fc1_1211_X.jpg	10	10	2.292666e+03	1.046875e+01
304	6	Fc1_1211_X.jpg	11	10	2.193012e+03	1.007812e+01
304	7	Fc1_1221_X.jpg	29	30	2.173774e+03	30
304	8	Fc1_1221_X.jpg	28	30	1.574126e+03	2.843750e+01
304	9	Fc1_2221_Y.jpg	30	30	2.109501e+03	30
304	10	Fc1_1231_X.jpg	41	40	1.723729e+03	4.054688e+01
304	11	Fc1_1231_X.jpg	40	40	3.008303e+03	3.898438e+01
304	12	Fc1_1221_Y.jpg	19	20	1.607597e+03	2.023438e+01
304	13	Fc1_1221_Y.jpg	20	20	2.110085e+03	2.062500e+01
304	14	Fc1_1221_X.jpg	30	30	2.192292e+03	30
304	15	Fc1_2221_Y.jpg	31	30	1.106156e+03	30
304	16	Fc1_2221_Y.jpg	29	30	8.073868e+02	30
304	17	Fc1_1221_X.jpg	28	30	1.125319e+03	30
304	18	Fc1_1221_X.jpg	30	30	8.561436e+02	30
304	19	Fc1_1221_Y.jpg	18	20	1.558896e+03	2.023438e+01
304	20	Fc1_1221_Y.jpg	22	20	1.709006e+03	1.906250e+01
304	21	Fc1_1221_Y.jpg	21	20	2.040653e+03	2.062500e+01
304	22	Fc1_2221_Y.jpg	30	30	1.089452e+03	30
304	23	Fc1_3221_Y.jpg	52	50	2.105893e+03	4.953125e+01
304	24	Fc1_3221_Y.jpg	50	50	1.739689e+03	4.992188e+01
304	25	Fc1_3221_Y.jpg	51	50	1.707398e+03	4.914062e+01
304	26	Fc1_1211_X.jpg	8	10	2.141136e+03	9.296875e+00
304	27	Fc1_1231_X.jpg	40	40	1.640376e+03	4.015625e+01
304	28	Fc1_1211_X.jpg	12	10	1.823762e+03	9.687500e+00
304	29	Fc1_1211_X.jpg	9	10	2.108786e+03	1.125000e+01
304	30	Fc1_1211_X.jpg	10	10	1.807124e+03	1.007812e+01
304	31	Fc1_1221_Y.jpg	19	20	1.890490e+03	1.828125e+01
304	32	Fc1_3221_Y.jpg	50	50	1.924345e+03	5.031250e+01
304	33	Fc1_3221_Y.jpg	48	50	2.093110e+03	4.835938e+01
304	34	Fc1_1221_X.jpg	31	30	2.475801e+03	3.039062e+01
304	35	Fc1_3221_Y.jpg	52	50	2.123782e+03	5.031250e+01
304	36	Fc1_1231_X.jpg	42	40	2.242595e+03	4.015625e+01
