SubjectIDs,learnAccSumm_block_1to5_1,learnAccSumm_block_1to5_2,learnAccSumm_block_1to5_3,learnAccSumm_block_1to5_4,learnAccSumm_block_1to5_5,learnAccConj_block_1to5_1,learnAccConj_block_1to5_2,learnAccConj_block_1to5_3,learnAccConj_block_1to5_4,learnAccConj_block_1to5_5
23,3.83969907407407,0.71361400462963,0.37181712962963,0.329499421296297,0.329499421296297,17.7748842592593,5.88252314814815,2.64756944444444,1.97048611111111,1.94733796296296
24,0.4296875,0.364221643518518,0.341796875,0.325159143518519,0.325159143518519,8.21469907407408,2.31770833333333,0.813078703703702,0.717592592592593,0.593171296296297
25,1.25759548611111,1.0423900462963,0.483217592592592,0.842737268518519,0.842737268518519,5.60185185185185,5.85648148148148,4.51967592592592,5.98958333333333,3.08449074074074
27,0.974392361111111,0.414858217592593,0.648148148148148,0.391710069444445,0.391710069444445,0.911458333333333,2.01967592592593,3.47222222222222,2.74305555555556,0.992476851851852
28,5.02170138888889,1.41493055555556,1.93576388888889,0.525173611111111,0.525173611111111,11.8402777777778,8.59375,8.55902777777778,3.73263888888889,5.65972222222222
30,0.247395833333333,0.21484375,0.169270833333333,0.193142361111111,0.193142361111111,11.1631944444444,3.24652777777778,2.79513888888889,1.38888888888889,0.486111111111111
101,2.40017361111111,0.405815972222222,0.41015625,0.405815972222222,0.648871527777778,9.86111111111111,10.4166666666667,12.5173611111111,6.70138888888889,1.66666666666667
102,2.08550347222222,1.84461805555556,1.28255208333333,1.66883680555556,1.54730902777778,14.0798611111111,16.9618055555556,6.84027777777778,4.73958333333333,2.13541666666667
103,0.813802083333333,0.766059027777778,0.735677083333333,0.470920138888889,0.41015625,9.04513888888889,7.48263888888889,7.89930555555556,4.28819444444444,3.57638888888889
105,1.10243055555556,0.681423611111111,0.881076388888889,0.726996527777778,0.464409722222222,19.4270833333333,15.6944444444444,20.8159722222222,9.53125,7.08333333333333
107,1.61675347222222,1.11545138888889,0.622829861111111,0.520833333333333,0.952690972222222,15.2083333333333,3.81944444444444,2.10069444444444,2.5,3.4375
108,0.80078125,1.5234375,0.720486111111111,1.02647569444444,1.34982638888889,7.93402777777778,5.83333333333333,1.57986111111111,1.04166666666667,0.677083333333333
109,2.11805555555556,0.496961805555556,0.503472222222222,0.41015625,0.503472222222222,11.8402777777778,9.09722222222222,4.47916666666667,1.02430555555556,1.25
111,1.29557291666667,1.81206597222222,0.549045138888889,0.15625,0.147569444444444,8.17708333333333,5.48611111111111,0.868055555555556,2.77777777777778,0.538194444444444
112,1.53645833333333,0.974392361111111,1.89670138888889,0.928819444444444,0.694444444444444,12.2916666666667,7.79513888888889,3.03819444444444,1.47569444444444,1.11111111111111
113,1.34114583333333,0.6640625,0.486111111111111,0.453559027777778,0.670572916666667,14.6006944444444,5.32986111111111,3.95833333333333,2.96875,0.954861111111111
114,0.76171875,0.642361111111111,0.759548611111111,1.06987847222222,0.44921875,6.45833333333333,1.82291666666667,1.21527777777778,1.07638888888889,0.694444444444444
115,1.87934027777778,1.02647569444444,0.779079861111111,0.915798611111111,0.857204861111111,13.7673611111111,10.1388888888889,2.72569444444444,0.329861111111111,0.416666666666667
116,1.27170138888889,0.763888888888889,0.640190972222222,1.08072916666667,0.666232638888889,14.7395833333333,8.28125,6.11111111111111,3.50694444444444,1.38888888888889
118,2.08116319444444,1.31293402777778,0.620659722222222,1.67100694444444,0.744357638888889,15.2604166666667,5.67708333333333,5.29513888888889,4.53125,3.69791666666667
119,1.01779513888889,0.523003472222222,0.447048611111111,0.358072916666667,0.41015625,20,4.60069444444444,3.68055555555556,0.954861111111111,0.833333333333333
120,0.724826388888889,0.9375,0.700954861111111,0.707465277777778,1.29991319444444,6.66666666666667,1.97916666666667,0.694444444444444,0.850694444444444,1.05902777777778
121,1.16102430555556,1.171875,1.70355902777778,1.11111111111111,1.20008680555556,10.9548611111111,9.51388888888889,4.11458333333333,3.90625,1.94444444444444
122,0.390625,0.405815972222222,0.954861111111111,0.596788194444444,0.421006944444444,12.1354166666667,6.35416666666667,3.80208333333333,0.763888888888889,0.694444444444444
123,0.568576388888889,0.17578125,0.279947916666667,0.201822916666667,0.225694444444444,8.52430555555556,6.30208333333333,4.70486111111111,1.49305555555556,2.95138888888889
125,1.88151041666667,0.915798611111111,0.579427083333333,2.03125,0.776909722222222,12.1006944444444,11.1284722222222,8.87152777777778,3.38541666666667,3.10763888888889
201,1.17621527777778,2.36979166666667,1.61675347222222,0.596788194444444,0.700954861111111,4.98263888888889,4.02777777777778,0.885416666666667,2.04861111111111,1.47569444444444
202,1.73177083333333,0.579427083333333,1.05685763888889,0.442708333333333,1.29340277777778,7.74305555555556,4.51388888888889,2.39583333333333,3.19444444444444,1.52777777777778
203,2.98177083333333,1.18055555555556,1.15451388888889,1.19574652777778,1.20442708333333,17.96875,5.32986111111111,3.64583333333333,3.45486111111111,1.19791666666667
205,5.39279513888889,3.66102430555556,1.59288194444444,1.89887152777778,1.14149305555556,14.0451388888889,8.57638888888889,6.80555555555556,8.95833333333333,3.26388888888889
206,1.79904513888889,1.30642361111111,1.68619791666667,1.16536458333333,0.768229166666667,5.46875,9.02777777777778,3.97569444444444,2.11805555555556,2.5
207,3.04904513888889,1.58203125,0.503472222222222,0.186631944444444,0.1953125,12.4131944444444,13.2118055555556,7.86458333333333,2.51736111111111,3.03819444444444
208,0.538194444444444,0.824652777777778,0.338541666666667,0.460069444444444,0.492621527777778,5.05208333333333,4.94791666666667,2.20486111111111,0.520833333333333,0.763888888888889
