SubjecNumber	run	trial	Stimulus	StimulusValue	Condition	Rating	RatingRT	StartSliderPosition	stimulusOnset	StimulusOffset	RatingScaleOnset	RatingScaleOffset
436	1	1	Fc3_1112.jpg	90	conj	90	1.892378e+03	60	3.017149e+00	6.033783e+00	1.204741e+01	1.505663e+01
436	1	2	Fc3_1313.jpg	70	conj	7.350000e+01	-999	60	2.001739e+01	2.303410e+01	2.801644e+01	3.105063e+01
436	1	3	Fc1_3221.jpg	80	summ	8.175000e+01	2.623043e+03	60	3.851100e+01	4.152813e+01	4.751130e+01	5.051763e+01
436	1	4	Fc1_2211.jpg	40	summ	39	2.956589e+03	60	5.651409e+01	5.953133e+01	6.451135e+01	6.765117e+01
436	1	5	Fc1_3231.jpg	90	summ	8.925000e+01	2.957465e+03	60	7.551743e+01	7.853494e+01	8.401191e+01	8.713593e+01
436	1	6	Fc3_1211.jpg	80	conj	7.725000e+01	-999	60	9.150332e+01	9.452076e+01	1.015126e+02	1.045556e+02
436	1	7	Fc1_3231.jpg	90	summ	8.925000e+01	2.230821e+03	60	1.105069e+02	1.135241e+02	1.210115e+02	1.240257e+02
436	1	8	Fc3_1112.jpg	90	conj	8.925000e+01	1.872645e+03	60	1.320108e+02	1.350279e+02	1.425132e+02	1.455295e+02
436	1	9	Fc3_1213.jpg	50	conj	5.025000e+01	1.741909e+03	60	1.535145e+02	1.565316e+02	1.645108e+02	1.675193e+02
436	1	10	Fc3_1111.jpg	30	conj	3.150000e+01	2.792061e+03	60	1.750182e+02	1.780363e+02	1.840113e+02	1.870201e+02
436	1	11	Fc1_1211.jpg	30	summ	3.150000e+01	-999	60	1.915044e+02	1.945215e+02	2.025113e+02	2.055566e+02
436	1	12	Fc1_2231.jpg	70	summ	7.050000e+01	2.181524e+03	60	2.110075e+02	2.140251e+02	2.180113e+02	2.210260e+02
436	1	13	Fc3_1111.jpg	30	conj	3.075000e+01	2.168612e+03	60	2.285108e+02	2.315281e+02	2.395110e+02	2.425203e+02
436	1	14	Fc3_1312.jpg	40	conj	4.050000e+01	2.509366e+03	60	2.485143e+02	2.515315e+02	2.555112e+02	2.585205e+02
436	1	15	Fc1_3221.jpg	80	summ	7.875000e+01	2.025558e+03	60	2.625168e+02	2.655340e+02	2.695119e+02	2.725207e+02
436	1	16	Fc3_1313.jpg	70	conj	7.125000e+01	-999	60	2.765044e+02	2.795210e+02	2.865110e+02	2.895546e+02
436	1	17	Fc1_1221.jpg	50	summ	5.025000e+01	2.013456e+03	60	2.940053e+02	2.970228e+02	3.050109e+02	3.080244e+02
436	1	18	Fc3_1213.jpg	50	conj	4.950000e+01	2.399681e+03	60	3.130089e+02	3.160260e+02	3.230112e+02	3.260278e+02
436	1	19	Fc1_1211.jpg	30	summ	30	2.919139e+03	60	3.315121e+02	3.345292e+02	3.385112e+02	3.415549e+02
436	1	20	Fc1_2231.jpg	70	summ	69	-999	60	3.485150e+02	3.515322e+02	3.565130e+02	3.595551e+02
436	1	21	Fc1_2211.jpg	40	summ	42	-999	60	3.640052e+02	3.670222e+02	3.730122e+02	3.760554e+02
436	1	22	Fc1_1221.jpg	50	summ	4.950000e+01	2.109236e+03	60	3.805057e+02	3.835223e+02	3.890131e+02	3.920227e+02
436	1	23	Fc3_1312.jpg	40	conj	4.050000e+01	2.764404e+03	60	3.995072e+02	4.025245e+02	4.090116e+02	4.120259e+02
436	1	24	Fc3_1211.jpg	80	conj	8.175000e+01	-999	60	4.190106e+02	4.220278e+02	4.270111e+02	4.300456e+02
