sub_num	trial_num	stimulus	feedback	real_value	reaction_time	rating
305	1	Fa3_1221.jpg	39	40	5.010963e+03	60
305	2	Fa3_1231.jpg	70	70	4.211986e+03	7.250000e+01
305	3	Fa3_1231.jpg	72	70	1.708993e+03	70
305	4	Fa3_1331.jpg	50	50	3.359543e+03	4.875000e+01
305	5	Fa3_1331.jpg	50	50	1.807539e+03	4.937500e+01
305	6	Fa3_1221.jpg	40	40	4.645457e+03	7.062500e+01
305	7	Fa3_1121.jpg	90	90	4.645529e+03	8.812500e+01
305	8	Fa3_1121.jpg	89	90	2.324584e+03	8.937500e+01
305	9	Fa3_1111.jpg	30	30	2.308585e+03	2.875000e+01
305	10	Fa3_1311.jpg	80	80	5.010846e+03	5.125000e+01
305	11	Fa3_1311.jpg	79	80	1.974757e+03	7.937500e+01
305	12	Fa3_1111.jpg	29	30	2.492305e+03	30
305	13	Fa3_1111.jpg	31	30	2.460032e+03	2.875000e+01
305	14	Fa3_1311.jpg	82	80	2.174455e+03	3.062500e+01
305	15	Fa3_1231.jpg	70	70	3.526570e+03	5.062500e+01
305	16	Fa3_1231.jpg	71	70	1.857339e+03	7.187500e+01
305	17	Fa3_1121.jpg	90	90	3.259910e+03	9.062500e+01
305	18	Fa3_1121.jpg	92	90	2.358947e+03	90
305	19	Fa3_1331.jpg	51	50	2.927053e+03	80
305	20	Fa3_1221.jpg	41	40	4.461864e+03	5.187500e+01
305	21	Fa3_1221.jpg	42	40	2.240430e+03	4.062500e+01
305	22	Fa3_1311.jpg	80	80	5.007875e+03	7.812500e+01
305	23	Fa3_1111.jpg	30	30	2.274956e+03	30
305	24	Fa3_1111.jpg	30	30	2.123006e+03	30
305	25	Fa3_1111.jpg	28	30	2.059684e+03	2.875000e+01
305	26	Fa3_1331.jpg	48	50	4.911003e+03	70
305	27	Fa3_1231.jpg	70	70	3.158938e+03	8.062500e+01
305	28	Fa3_1231.jpg	69	70	5.011497e+03	8.062500e+01
305	29	Fa3_1311.jpg	81	80	4.158161e+03	4.062500e+01
305	30	Fa3_1311.jpg	80	80	2.874121e+03	80
305	31	Fa3_1331.jpg	49	50	5.008960e+03	4.937500e+01
305	32	Fa3_1331.jpg	50	50	3.076907e+03	5.062500e+01
305	33	Fa3_1121.jpg	88	90	3.225273e+03	9.062500e+01
305	34	Fa3_1121.jpg	90	90	2.342154e+03	9.062500e+01
305	35	Fa3_1221.jpg	40	40	3.575404e+03	4.125000e+01
305	36	Fa3_1221.jpg	38	40	1.622220e+03	40
