SubjectID,conjMeanAcc_group,summMeanAcc_group,conjStdAcc_group,summStdAcc_group
309,2.83854166666667,2.09780092592593,9.39796707241763,3.67789076001049
311,0.549768518518517,1.26446759259259,0.477423791438376,2.04035319414465
402,0.980902777777776,1.0474537037037,1.36848542416454,0.933006574273023
403,0.234375,2.07465277777778,0.0976376470376453,4.48220239043812
405,0.807291666666667,1.41203703703704,0.891001295471418,2.65649152081771
406,7.19328703703704,1.96469907407407,16.3671552237047,5.8689998477093
407,0.590277777777777,0.824652777777778,0.466512517057612,0.538898029602562
408,5.48032407407407,3.36226851851852,7.59922286199458,4.84190864328983
410,0.419560185185184,0.590277777777778,0.338213999956112,0.386561202776563
411,0.839120370370369,1.05324074074074,0.612951548631714,0.97678210714184
412,3.96412037037037,3.22337962962963,11.2945805534667,4.12087519572576
413,0.613425925925926,1.50173611111111,0.416501289931966,2.59855049166609
414,0.943287037037037,1.97627314814815,0.694518845220807,3.12822116833518
415,0.842013888888889,2.94849537037037,1.13301132286403,3.90271224278423
417,0.639467592592595,0.572916666666666,0.538770173370247,0.389358064486859
418,0.552662037037037,0.306712962962963,1.42387422558856,0.219837777893304
419,2.23958333333333,2.4681712962963,6.92346284727657,4.79824984139573
421,1.10532407407407,1.7650462962963,0.80389898771643,1.56516527531927
422,0.338541666666667,0.286458333333333,0.290788431176947,0.193480996052153
428,0.807291666666667,0.9375,0.537169402760344,1.49216704828917
429,0.905671296296295,1.39467592592593,0.686832036820758,2.06499034624149
430,2.26851851851852,1.50462962962963,8.50154306981393,1.24339635746759
431,1.22974537037037,1.38888888888889,3.23782627711426,2.65211805143175
432,10.1880787037037,0.648148148148148,13.0640311874188,0.457189529969719
433,0.593171296296296,0.850694444444444,0.429720692761564,0.481232606364708
434,1.22106481481482,1.97337962962963,1.76172572333222,3.12687884436209
435,7.890625,0.882523148148147,12.4040557713343,1.61748224992237
436,2.07465277777778,0.949074074074075,8.02407460019435,0.773434229301156
437,1.36284722222222,2.17881944444444,0.799295557285806,2.28643545248341
438,1.640625,1.796875,3.24868095561705,1.64237789011195
439,0.691550925925924,1.02141203703704,0.509186916157928,1.92425700791699
440,1.04166666666667,0.940393518518519,0.721258132467699,0.670231406558767
441,2.16724537037037,0.714699074074073,8.38635732835579,0.67698157558508
444,0.596064814814814,1.29918981481482,0.420083542858558,1.72991702578925
445,3.83680555555556,1.02430555555556,11.9676704670847,0.790765464497072
446,0.648148148148147,0.908564814814815,0.421924498206668,0.646750074736043
447,2.49131944444444,2.59837962962963,5.01209938578398,5.7257264803651
448,1.07060185185185,1.87789351851852,3.26782838071979,5.42190029390691
449,0.361689814814813,0.315393518518518,0.277824276862071,0.187146013586276
450,1.77083333333333,0.899884259259258,4.87008808303381,1.34858114964348
452,2.73148148148148,2.05439814814815,5.65781385199038,2.4119683278863
453,2.11516203703704,3.61689814814815,8.26008805734281,3.81008503327135
