SubjectID,conjMeanRt_group,summMeanRt_group,conjStdRt_group,summStdRt_group
309,3.30345557686208,4.22301789824996,0.955314644420072,1.28844432722983
311,3.35661715124944,4.42974398225003,0.985204087948573,1.095414431142
402,3.06465932536109,3.4591301176117,1.00113908248861,0.595182758377766
403,3.78189553502777,5.15715229513881,0.921112551678352,1.1189608864276
405,3.19717006830534,4.91472419413872,1.02556694099263,1.10527443987511
406,4.1462200344997,4.49862755949936,1.33705984190464,1.14440500326369
407,3.64598027744473,4.47842436458288,0.733676880595836,1.3105806737723
408,3.61729675575043,4.21931281674754,1.66146057851782,1.22049420647234
410,3.38617533422257,3.47591969072245,0.988950730900812,0.884354759548086
411,2.7073187478052,3.37889230524949,0.477221817714154,0.993289995200595
412,3.8258341667497,4.59159962758228,1.46997353138885,1.25747056163134
413,3.21234513972255,4.34760040569704,0.586709869548517,1.18167389324335
414,2.96025143330556,3.94881807961307,0.752031824877312,0.956710600491144
415,3.59934481966613,3.30999717686144,1.16530599910435,1.11270888530779
417,2.62720021361121,2.81792791200072,0.723785146773596,0.698372829488355
418,3.33392297038598,3.47923658408561,1.10377022906828,1.0240950981333
419,3.52940147544319,4.58003444446998,1.27578263341012,1.15690988220721
421,2.82433490222239,4.49798130713882,0.782515868582843,1.55259811634813
422,2.7551647694167,4.09543985322226,0.851594721220475,1.16886399444643
428,2.73227557297145,3.3167881209164,0.674213439384816,0.858084445981474
429,3.39497681216906,3.7337318912509,1.24301575090555,1.05391890172863
430,3.19311990283475,4.6843791893318,0.868689850410797,0.955121148968132
431,2.69749753211201,3.3621643096388,0.729134862009985,0.919712700229095
432,4.46465794063887,4.55106172622225,1.4924132777292,1.03316817511363
433,2.91085771177768,3.81950879405531,0.900304565157402,0.905347803616344
434,2.63243067366663,4.28232768736153,0.378021836490771,0.876662975283624
435,3.56579764883347,4.45114094144436,1.45521316113522,1.11234575620861
436,3.27278552569411,3.94817343152812,1.87888473078018,0.996515877783562
437,3.57519749644254,3.82143792750018,1.01918788602217,1.05488604754359
438,2.57868561991644,4.45693594436105,0.534207299463412,1.20700241874036
439,3.31681117880645,4.80751319639118,0.754664929812772,1.51272933854613
440,2.87073332777759,3.93956420280584,1.13211470568852,1.0044717140478
441,2.86065877588893,3.50362346297051,0.869791474579847,0.840734705391886
444,2.90166290319192,3.96647833500336,0.679989051400468,1.16456995264131
445,3.86642458624798,4.51804701477765,1.17012546156315,1.36311874266079
446,2.9749386667261,3.44502508191848,0.90839011926158,0.852693403297511
447,3.2328241506952,4.63695812522201,1.10153375494793,1.27543914789388
448,3.68431038075,6.20755273466865,1.09948665593034,1.21170654675278
449,4.4790581700275,4.92103692319486,1.06895276120144,0.982062007614425
450,3.5130317380018,4.51106691472038,0.795135437537253,1.21854543638755
452,3.48229383283345,3.76940329930555,1.21854194795163,1.20128186940011
453,2.98754969569452,3.25931103947217,0.948681035542286,0.967439444086974
