sub_num	trial_num	stimulus	feedback	real_value	reaction_time	rating
444	1	Fc1_1221_X.jpg	32	30	7.421030e+02	30
444	2	Fc1_1221_X.jpg	30	30	6.291568e+02	30
444	3	Fc1_1221_Y.jpg	42	40	2.908358e+03	4.132812e+01
444	4	Fc1_1221_Y.jpg	40	40	3.901861e+03	4.054688e+01
444	5	Fc1_1211_X.jpg	49	50	2.191781e+03	4.992188e+01
444	6	Fc1_1211_X.jpg	50	50	2.764044e+03	5.109375e+01
444	7	Fc1_1211_X.jpg	51	50	2.916213e+03	5.070312e+01
444	8	Fc1_1221_Y.jpg	38	40	2.040114e+03	4.054688e+01
444	9	Fc1_3221_Y.jpg	12	10	3.824258e+03	1.007812e+01
444	10	Fc1_3221_Y.jpg	10	10	3.162975e+03	1.085938e+01
444	11	Fc1_2221_Y.jpg	29	30	8.541178e+02	30
444	12	Fc1_2221_Y.jpg	31	30	1.815922e+03	30
444	13	Fc1_2221_Y.jpg	28	30	5.264715e+02	30
444	14	Fc1_2221_Y.jpg	32	30	4.984475e+02	30
444	15	Fc1_1221_X.jpg	30	30	8.535839e+02	30
444	16	Fc1_1211_X.jpg	50	50	3.296512e+03	5.031250e+01
444	17	Fc1_1211_X.jpg	52	50	2.264533e+03	4.992188e+01
444	18	Fc1_1211_X.jpg	49	50	2.516444e+03	5.031250e+01
444	19	Fc1_1221_Y.jpg	39	40	2.556012e+03	4.132812e+01
444	20	Fc1_1221_Y.jpg	41	40	1.916835e+03	4.054688e+01
444	21	Fc1_1231_X.jpg	18	20	1.887413e+03	1.984375e+01
444	22	Fc1_1231_X.jpg	20	20	1.913203e+03	1.867188e+01
444	23	Fc1_1231_X.jpg	22	20	1.696900e+03	1.906250e+01
444	24	Fc1_1221_X.jpg	29	30	8.527449e+02	30
444	25	Fc1_1221_X.jpg	31	30	6.439874e+02	30
444	26	Fc1_3221_Y.jpg	11	10	2.422037e+03	1.046875e+01
444	27	Fc1_3221_Y.jpg	10	10	2.347629e+03	1.007812e+01
444	28	Fc1_3221_Y.jpg	9	10	2.414580e+03	9.687500e+00
444	29	Fc1_1221_Y.jpg	42	40	2.470834e+03	4.093750e+01
444	30	Fc1_1231_X.jpg	21	20	2.721734e+03	2.023438e+01
444	31	Fc1_1231_X.jpg	19	20	3.215045e+03	1.984375e+01
444	32	Fc1_1231_X.jpg	18	20	1.743525e+03	1.984375e+01
444	33	Fc1_2221_Y.jpg	28	30	9.032155e+02	30
444	34	Fc1_2221_Y.jpg	32	30	6.121260e+02	30
444	35	Fc1_3221_Y.jpg	12	10	3.523002e+03	1.046875e+01
444	36	Fc1_1221_X.jpg	30	30	8.867982e+02	30
