SubjecNumber	run	trial	Stimulus	StimulusValue	Condition	Rating	RatingRT	StartSliderPosition	stimulusOnset	StimulusOffset	RatingScaleOnset	RatingScaleOffset
402	2	1	Fa3_1321.jpg	80	summ	NaN	NaN	NaN	3.016670e+00	6.033789e+00	NaN	Nan
402	2	2	bid	NaN	NaN	7.950000e+01	-999	60	NaN	Nan	1.051385e+01	1.356034e+01
402	2	3	Fa2_2221.jpg	80	conj	NaN	NaN	NaN	2.051070e+01	2.352744e+01	NaN	Nan
402	2	4	bid	NaN	NaN	8.175000e+01	-999	60	NaN	Nan	3.101419e+01	3.406061e+01
402	2	5	Fa2_2122.jpg	90	conj	NaN	NaN	NaN	3.801097e+01	4.102773e+01	NaN	Nan
402	2	6	bid	NaN	NaN	90	-999	60	NaN	Nan	4.851527e+01	5.156087e+01
402	2	7	Fa3_1121.jpg	50	summ	NaN	NaN	NaN	5.651117e+01	5.952773e+01	NaN	Nan
402	2	8	bid	NaN	NaN	5.175000e+01	2.233594e+03	60	NaN	Nan	6.451253e+01	6.752799e+01
402	2	9	Fa2_2121.jpg	30	conj	NaN	NaN	NaN	7.551274e+01	7.852981e+01	NaN	Nan
402	2	10	bid	NaN	NaN	3.150000e+01	2.167800e+03	60	NaN	Nan	8.251394e+01	8.553084e+01
402	2	11	Fa2_2223.jpg	50	conj	NaN	NaN	NaN	9.151543e+01	9.453275e+01	NaN	Nan
402	2	12	bid	NaN	NaN	5.325000e+01	2.107065e+03	60	NaN	Nan	1.000130e+02	1.030282e+02
402	2	13	Fa3_1111.jpg	30	summ	NaN	NaN	NaN	1.080141e+02	1.110286e+02	NaN	Nan
402	2	14	bid	NaN	NaN	30	2.993174e+03	60	NaN	Nan	1.190139e+02	1.221706e+02
402	2	15	Fa2_2323.jpg	70	conj	NaN	NaN	NaN	1.275122e+02	1.305289e+02	NaN	Nan
402	2	16	bid	NaN	NaN	7.050000e+01	1.632471e+03	60	NaN	Nan	1.345134e+02	1.375287e+02
402	2	17	Fa3_1231.jpg	70	summ	NaN	NaN	NaN	1.450124e+02	1.480291e+02	NaN	Nan
402	2	18	bid	NaN	NaN	7.275000e+01	2.802238e+03	60	NaN	Nan	1.520142e+02	1.550289e+02
402	2	19	Fa3_1331.jpg	90	summ	NaN	NaN	NaN	1.630127e+02	1.660293e+02	NaN	Nan
402	2	20	bid	NaN	NaN	9.150000e+01	2.415542e+03	60	NaN	Nan	1.720143e+02	1.750297e+02
402	2	21	Fa2_2223.jpg	50	conj	NaN	NaN	NaN	1.830148e+02	1.860336e+02	NaN	Nan
402	2	22	bid	NaN	NaN	51	1.605589e+03	60	NaN	Nan	1.905128e+02	1.935294e+02
402	2	23	Fa2_2322.jpg	40	conj	NaN	NaN	NaN	2.015179e+02	2.045351e+02	NaN	Nan
402	2	24	bid	NaN	NaN	4.050000e+01	1.643395e+03	60	NaN	Nan	2.125128e+02	2.155297e+02
402	2	25	Fa3_1211.jpg	40	summ	NaN	NaN	NaN	2.215134e+02	2.245301e+02	NaN	Nan
402	2	26	bid	NaN	NaN	4.050000e+01	1.517003e+03	60	NaN	Nan	2.300134e+02	2.330299e+02
402	2	27	Fa3_1231.jpg	70	summ	NaN	NaN	NaN	2.380135e+02	2.410303e+02	NaN	Nan
402	2	28	bid	NaN	NaN	75	-999	60	NaN	Nan	2.485138e+02	2.516468e+02
402	2	29	Fa3_1211.jpg	40	summ	NaN	NaN	NaN	2.555139e+02	2.585305e+02	NaN	Nan
