SubjecNumber	run	trial	Stimulus	StimulusValue	Condition	Rating	RatingRT	StartSliderPosition	stimulusOnset	StimulusOffset	RatingScaleOnset	RatingScaleOffset
438	3	1	Fa2_2121.jpg	30	conj	NaN	NaN	NaN	3.016189e+00	6.032918e+00	NaN	Nan
438	3	2	bid	NaN	NaN	2.925000e+01	2.348294e+03	60	NaN	Nan	1.101069e+01	1.402557e+01
438	3	3	Fa3_1121.jpg	50	summ	NaN	NaN	NaN	2.201656e+01	2.503323e+01	NaN	Nan
438	3	4	bid	NaN	NaN	51	1.553487e+03	60	NaN	Nan	3.251309e+01	3.552940e+01
438	3	5	Fa2_2221.jpg	80	conj	NaN	NaN	NaN	4.251683e+01	4.553354e+01	NaN	Nan
438	3	6	bid	NaN	NaN	8.175000e+01	2.054481e+03	60	NaN	Nan	5.151243e+01	5.451673e+01
438	3	7	Fa2_2121.jpg	30	conj	NaN	NaN	NaN	5.851687e+01	6.153429e+01	NaN	Nan
438	3	8	bid	NaN	NaN	2.850000e+01	-999	60	NaN	Nan	6.751074e+01	7.055224e+01
438	3	9	Fa2_2322.jpg	40	conj	NaN	NaN	NaN	7.451699e+01	7.753398e+01	NaN	Nan
438	3	10	bid	NaN	NaN	42	2.042420e+03	60	NaN	Nan	8.351254e+01	8.652167e+01
438	3	11	Fa3_1211.jpg	40	summ	NaN	NaN	NaN	9.101750e+01	9.403428e+01	NaN	Nan
438	3	12	bid	NaN	NaN	3.750000e+01	-999	60	NaN	Nan	9.901070e+01	1.022078e+02
438	3	13	Fa2_2323.jpg	70	conj	NaN	NaN	NaN	1.070178e+02	1.100344e+02	NaN	Nan
438	3	14	bid	NaN	NaN	72	1.454856e+03	60	NaN	Nan	1.180132e+02	1.210280e+02
438	3	15	Fa3_1321.jpg	80	summ	NaN	NaN	NaN	1.285126e+02	1.315298e+02	NaN	Nan
438	3	16	bid	NaN	NaN	7.875000e+01	1.705212e+03	60	NaN	Nan	1.390129e+02	1.420180e+02
438	3	17	Fa3_1211.jpg	40	summ	NaN	NaN	NaN	1.480160e+02	1.510332e+02	NaN	Nan
438	3	18	bid	NaN	NaN	42	2.174236e+03	60	NaN	Nan	1.585108e+02	1.615183e+02
438	3	19	Fa2_2323.jpg	70	conj	NaN	NaN	NaN	1.660022e+02	1.690197e+02	NaN	Nan
438	3	20	bid	NaN	NaN	7.275000e+01	1.442252e+03	60	NaN	Nan	1.735117e+02	1.765207e+02
438	3	21	Fa2_2221.jpg	80	conj	NaN	NaN	NaN	1.825054e+02	1.855225e+02	NaN	Nan
438	3	22	bid	NaN	NaN	78	1.679866e+03	60	NaN	Nan	1.925107e+02	1.955240e+02
438	3	23	Fa2_2322.jpg	40	conj	NaN	NaN	NaN	2.010086e+02	2.040257e+02	NaN	Nan
438	3	24	bid	NaN	NaN	4.125000e+01	2.197958e+03	60	NaN	Nan	2.090122e+02	2.120269e+02
438	3	25	Fa3_1111.jpg	30	summ	NaN	NaN	NaN	2.190117e+02	2.220289e+02	NaN	Nan
438	3	26	bid	NaN	NaN	3.225000e+01	2.575351e+03	60	NaN	Nan	2.270106e+02	2.300191e+02
438	3	27	Fa3_1331.jpg	90	summ	NaN	NaN	NaN	2.380150e+02	2.410321e+02	NaN	Nan
438	3	28	bid	NaN	NaN	87	-999	60	NaN	Nan	2.450127e+02	2.480527e+02
438	3	29	Fa3_1321.jpg	80	summ	NaN	NaN	NaN	2.520174e+02	2.550346e+02	NaN	Nan
