SubjecNumber	run	trial	Stimulus	StimulusValue	Condition	Rating	RatingRT	StartSliderPosition	stimulusOnset	StimulusOffset	RatingScaleOnset	RatingScaleOffset
451	4	1	Fc3_1112.jpg	50	summ	4.950000e+01	1.475109e+03	60	3.005690e+00	6.022938e+00	1.051572e+01	1.352394e+01
451	4	2	Fc3_1312.jpg	80	summ	8.025000e+01	2.080403e+03	60	2.050874e+01	2.352603e+01	3.101382e+01	3.402756e+01
451	4	3	Fc3_1111.jpg	30	summ	33	-999	60	3.801165e+01	4.102907e+01	4.851372e+01	5.155407e+01
451	4	4	Fc3_1211.jpg	40	summ	4.125000e+01	2.440789e+03	60	5.651507e+01	5.953224e+01	6.451370e+01	6.752099e+01
451	4	5	Fc3_1313.jpg	90	summ	8.625000e+01	-999	60	7.551839e+01	7.853552e+01	8.251383e+01	8.555456e+01
451	4	6	Fc1_1211.jpg	30	conj	45	-999	60	9.150483e+01	9.452171e+01	1.000136e+02	1.030563e+02
451	4	7	Fc1_3231.jpg	70	conj	7.050000e+01	1.545712e+03	60	1.080071e+02	1.110245e+02	1.190138e+02	1.220263e+02
451	4	8	Fc3_1312.jpg	80	summ	8.175000e+01	2.432117e+03	60	1.275107e+02	1.305280e+02	1.345137e+02	1.375289e+02
451	4	9	Fc3_1211.jpg	40	summ	4.575000e+01	-999	60	1.450138e+02	1.480310e+02	1.520139e+02	1.550554e+02
451	4	10	Fc1_1221.jpg	90	conj	9.150000e+01	2.058743e+03	60	1.630167e+02	1.660341e+02	1.720139e+02	1.750223e+02
451	4	11	Fc1_2231.jpg	50	conj	5.025000e+01	1.592711e+03	60	1.830060e+02	1.860227e+02	1.905137e+02	1.935225e+02
451	4	12	Fc3_1213.jpg	70	summ	6.975000e+01	2.395607e+03	60	2.015069e+02	2.045241e+02	2.125136e+02	2.155257e+02
451	4	13	Fc1_3221.jpg	40	conj	3.225000e+01	2.865630e+03	60	2.215104e+02	2.245275e+02	2.300132e+02	2.330897e+02
451	4	14	Fc1_1211.jpg	30	conj	4.950000e+01	-999	60	2.380132e+02	2.410304e+02	2.485139e+02	2.515566e+02
451	4	15	Fc1_2211.jpg	80	conj	7.875000e+01	1.842980e+03	60	2.555160e+02	2.585335e+02	2.625138e+02	2.655233e+02
451	4	16	Fc1_3221.jpg	40	conj	3.825000e+01	2.860255e+03	60	2.715070e+02	2.745237e+02	2.820137e+02	2.851070e+02
451	4	17	Fc1_1221.jpg	90	conj	5.175000e+01	-999	60	2.910070e+02	2.940240e+02	2.985150e+02	3.015573e+02
451	4	18	Fc1_2211.jpg	80	conj	8.025000e+01	1.846664e+03	60	3.085088e+02	3.115259e+02	3.165139e+02	3.195270e+02
451	4	19	Fc3_1213.jpg	70	summ	6.975000e+01	1.315711e+03	60	3.240115e+02	3.270286e+02	3.320141e+02	3.350298e+02
451	4	20	Fc1_3231.jpg	70	conj	6.825000e+01	2.044778e+03	60	3.420145e+02	3.450317e+02	3.530134e+02	3.560247e+02
451	4	21	Fc3_1111.jpg	30	summ	36	2.760965e+03	60	3.605177e+02	3.635349e+02	3.710138e+02	3.740247e+02
451	4	22	Fc3_1112.jpg	50	summ	4.950000e+01	-999	60	3.805084e+02	3.835251e+02	3.890137e+02	3.920582e+02
451	4	23	Fc1_2231.jpg	50	conj	51	1.328746e+03	60	3.980083e+02	4.010253e+02	4.070138e+02	4.100260e+02
451	4	24	Fc3_1313.jpg	90	summ	9.075000e+01	2.749635e+03	60	4.170108e+02	4.200280e+02	4.270135e+02	4.300294e+02
