sub_num	trial_num	stimulus	feedback	real_value	reaction_time	rating
308	1	Fc1_1221_X.jpg	30	30	9.442546e+02	30
308	2	Fc1_1221_X.jpg	31	30	5.027226e+02	30
308	3	Fc1_2221_Y.jpg	32	30	2.359217e+03	4.953125e+01
308	4	Fc1_2221_Y.jpg	29	30	4.840784e+02	30
308	5	Fc1_3221_Y.jpg	52	50	2.840136e+03	5.109375e+01
308	6	Fc1_3221_Y.jpg	51	50	2.536606e+03	4.992188e+01
308	7	Fc1_1211_X.jpg	11	10	2.507630e+03	1.125000e+01
308	8	Fc1_1221_X.jpg	30	30	6.943097e+02	30
308	9	Fc1_1221_Y.jpg	20	20	1.873091e+03	1.750000e+01
308	10	Fc1_1231_X.jpg	40	40	3.512001e+03	4.132812e+01
308	11	Fc1_1221_X.jpg	30	30	6.909488e+02	30
308	12	Fc1_1221_X.jpg	31	30	1.269139e+03	2.921875e+01
308	13	Fc1_1231_X.jpg	39	40	1.571183e+03	4.171875e+01
308	14	Fc1_1231_X.jpg	42	40	1.586585e+03	4.171875e+01
308	15	Fc1_2221_Y.jpg	32	30	1.857157e+03	3.078125e+01
308	16	Fc1_3221_Y.jpg	48	50	3.246365e+03	4.953125e+01
308	17	Fc1_1221_Y.jpg	20	20	2.040566e+03	1.984375e+01
308	18	Fc1_3221_Y.jpg	50	50	2.127414e+03	5.070312e+01
308	19	Fc1_3221_Y.jpg	49	50	2.132573e+03	4.992188e+01
308	20	Fc1_2221_Y.jpg	29	30	7.757380e+02	30
308	21	Fc1_1211_X.jpg	8	10	2.474356e+03	1.085938e+01
308	22	Fc1_1211_X.jpg	9	10	2.618985e+03	1.046875e+01
308	23	Fc1_3221_Y.jpg	52	50	2.541680e+03	4.992188e+01
308	24	Fc1_1231_X.jpg	40	40	2.176565e+03	4.171875e+01
308	25	Fc1_1231_X.jpg	41	40	1.514642e+03	4.054688e+01
308	26	Fc1_1211_X.jpg	10	10	2.977719e+03	1.085938e+01
308	27	Fc1_1211_X.jpg	10	10	1.948621e+03	1.007812e+01
308	28	Fc1_1211_X.jpg	11	10	1.802594e+03	9.687500e+00
308	29	Fc1_2221_Y.jpg	30	30	1.642223e+03	30
308	30	Fc1_2221_Y.jpg	30	30	6.521873e+02	30
308	31	Fc1_1221_Y.jpg	21	20	1.926114e+03	1.750000e+01
308	32	Fc1_1221_Y.jpg	18	20	1.351717e+03	2.023438e+01
308	33	Fc1_1231_X.jpg	40	40	1.822979e+03	4.132812e+01
308	34	Fc1_1221_X.jpg	31	30	8.587075e+02	30
308	35	Fc1_1221_Y.jpg	19	20	2.022937e+03	1.789062e+01
308	36	Fc1_1221_Y.jpg	20	20	2.285733e+03	1.828125e+01
