sub_num	trial_num	stimulus	feedback	real_value	reaction_time	rating
308	1	Fc1_3221_Y.jpg	52	50	2.695163e+03	5.031250e+01
308	2	Fc1_2221_Y.jpg	30	30	7.331805e+02	30
308	3	Fc1_2221_Y.jpg	30	30	4.804426e+02	30
308	4	Fc1_2221_Y.jpg	31	30	4.347140e+02	30
308	5	Fc1_1221_X.jpg	28	30	9.891976e+02	30
308	6	Fc1_1221_X.jpg	29	30	4.497851e+02	30
308	7	Fc1_1231_X.jpg	40	40	1.515515e+03	4.015625e+01
308	8	Fc1_1231_X.jpg	39	40	1.652096e+03	4.054688e+01
308	9	Fc1_1221_X.jpg	30	30	7.220590e+02	30
308	10	Fc1_2221_Y.jpg	30	30	8.588478e+02	30
308	11	Fc1_1221_X.jpg	31	30	7.807837e+02	30
308	12	Fc1_1231_X.jpg	38	40	1.458159e+03	4.171875e+01
308	13	Fc1_1231_X.jpg	40	40	2.282240e+03	3.937500e+01
308	14	Fc1_1211_X.jpg	12	10	2.710698e+03	1.125000e+01
308	15	Fc1_1221_Y.jpg	18	20	2.705650e+03	4.875000e+01
308	16	Fc1_1221_Y.jpg	22	20	1.767949e+03	1.906250e+01
308	17	Fc1_1221_X.jpg	28	30	7.556571e+02	30
308	18	Fc1_1221_X.jpg	29	30	5.832240e+02	30
308	19	Fc1_1231_X.jpg	42	40	1.554126e+03	4.132812e+01
308	20	Fc1_3221_Y.jpg	51	50	3.029570e+03	5.031250e+01
308	21	Fc1_1221_Y.jpg	20	20	1.623959e+03	1.945312e+01
308	22	Fc1_1231_X.jpg	40	40	1.491264e+03	4.054688e+01
308	23	Fc1_3221_Y.jpg	48	50	2.758579e+03	4.875000e+01
308	24	Fc1_3221_Y.jpg	49	50	2.269015e+03	4.992188e+01
308	25	Fc1_1221_Y.jpg	20	20	1.988991e+03	1.750000e+01
308	26	Fc1_1221_Y.jpg	19	20	1.336876e+03	1.906250e+01
308	27	Fc1_1211_X.jpg	9	10	2.473871e+03	1.007812e+01
308	28	Fc1_1211_X.jpg	8	10	2.888198e+03	1.007812e+01
308	29	Fc1_3221_Y.jpg	50	50	2.106586e+03	4.914062e+01
308	30	Fc1_3221_Y.jpg	52	50	2.501958e+03	4.992188e+01
308	31	Fc1_1211_X.jpg	10	10	2.191831e+03	1.007812e+01
308	32	Fc1_1221_Y.jpg	18	20	2.158836e+03	1.945312e+01
308	33	Fc1_1211_X.jpg	11	10	2.639403e+03	9.687500e+00
308	34	Fc1_1211_X.jpg	12	10	2.017969e+03	1.046875e+01
308	35	Fc1_2221_Y.jpg	30	30	8.585558e+02	30
308	36	Fc1_2221_Y.jpg	30	30	5.006999e+02	30
