sub_num	trial_num	stimulus	feedback	real_value	reaction_time	rating
307	1	Fc1_1211.jpg	30	30	5.000804e+03	3.125000e+01
307	2	Fc1_3221.jpg	40	40	5.016355e+03	4.062500e+01
307	3	Fc1_1221.jpg	89	90	5.000062e+03	8.937500e+01
307	4	Fc1_3221.jpg	38	40	5.015890e+03	4.125000e+01
307	5	Fc1_1221.jpg	92	90	5.016002e+03	9.187500e+01
307	6	Fc1_3231.jpg	70	70	5.016614e+03	4.937500e+01
307	7	Fc1_1221.jpg	90	90	5.016597e+03	9.187500e+01
307	8	Fc1_1221.jpg	88	90	5.008552e+03	8.937500e+01
307	9	Fc1_1211.jpg	29	30	5.000292e+03	30
307	10	Fc1_1211.jpg	31	30	5.000322e+03	3.187500e+01
307	11	Fc1_3231.jpg	70	70	5.014985e+03	7.312500e+01
307	12	Fc1_3231.jpg	70	70	5.002026e+03	70
307	13	Fc1_2211.jpg	80	80	5.000302e+03	80
307	14	Fc1_2211.jpg	79	80	5.011110e+03	8.062500e+01
307	15	Fc1_2211.jpg	80	80	5.009956e+03	8.125000e+01
307	16	Fc1_2231.jpg	50	50	5.015826e+03	4.750000e+01
307	17	Fc1_3221.jpg	39	40	5.000698e+03	4.250000e+01
307	18	Fc1_3221.jpg	40	40	5.000447e+03	3.875000e+01
307	19	Fc1_1221.jpg	90	90	5.000503e+03	9.187500e+01
307	20	Fc1_1221.jpg	90	90	5.008896e+03	8.875000e+01
307	21	Fc1_3231.jpg	68	70	5.000888e+03	70
307	22	Fc1_3231.jpg	72	70	5.000767e+03	6.937500e+01
307	23	Fc1_3221.jpg	42	40	5.000188e+03	3.937500e+01
307	24	Fc1_3221.jpg	40	40	5.009183e+03	3.875000e+01
307	25	Fc1_2231.jpg	52	50	5.002151e+03	4.750000e+01
307	26	Fc1_2231.jpg	50	50	5.009600e+03	4.750000e+01
307	27	Fc1_2231.jpg	49	50	5.009685e+03	4.812500e+01
307	28	Fc1_2211.jpg	80	80	5.001099e+03	8.187500e+01
307	29	Fc1_2211.jpg	82	80	5.008968e+03	80
307	30	Fc1_2231.jpg	48	50	5.015583e+03	50
307	31	Fc1_2231.jpg	51	50	5.010346e+03	4.812500e+01
307	32	Fc1_2211.jpg	78	80	5.001672e+03	8.187500e+01
307	33	Fc1_3231.jpg	69	70	5.016583e+03	70
307	34	Fc1_1211.jpg	30	30	5.001564e+03	3.187500e+01
307	35	Fc1_1211.jpg	32	30	5.001345e+03	2.937500e+01
307	36	Fc1_1211.jpg	28	30	5.001987e+03	30
