sub_num	trial_num	stimulus	feedback	real_value	reaction_time	rating
307	1	Fc1_2211_m.jpg	82	80	5.006133e+03	60
307	2	Fc1_2211_m.jpg	80	80	5.009756e+03	8.312500e+01
307	3	Fc1_1211_m.jpg	31	30	4.361270e+03	5.250000e+01
307	4	Fc1_1211_m.jpg	32	30	5.011326e+03	35
307	5	Fc1_1221_m.jpg	92	90	5.011483e+03	90
307	6	Fc1_1221_m.jpg	90	90	5.012828e+03	9.187500e+01
307	7	Fc1_1211_m.jpg	30	30	5.011666e+03	30
307	8	Fc1_1211_m.jpg	28	30	5.011916e+03	30
307	9	Fc1_2211_m.jpg	79	80	5.011636e+03	7.812500e+01
307	10	Fc1_2211_m.jpg	80	80	5.011090e+03	7.875000e+01
307	11	Fc1_1221_m.jpg	91	90	5.011761e+03	9.312500e+01
307	12	Fc1_1221_m.jpg	90	90	5.012467e+03	9.187500e+01
307	13	Fc1_2211_m.jpg	80	80	5.011470e+03	8.125000e+01
307	14	Fc1_2211_m.jpg	78	80	5.011507e+03	8.187500e+01
307	15	Fc1_1221_m.jpg	89	90	5.011525e+03	90
307	16	Fc1_1221_m.jpg	90	90	5.011341e+03	9.312500e+01
307	17	Fc1_1211_m.jpg	29	30	5.011190e+03	30
307	18	Fc1_1211_m.jpg	30	30	5.011378e+03	3.125000e+01
307	19	Fc1_2231_m.jpg	40	40	5.011613e+03	5.875000e+01
307	20	Fc1_2231_m.jpg	40	40	5.011742e+03	3.875000e+01
307	21	Fc1_3221_m.jpg	52	50	5.011410e+03	4.125000e+01
307	22	Fc1_3221_m.jpg	50	50	5.011547e+03	5.125000e+01
307	23	Fc1_3231_m.jpg	70	70	5.010752e+03	3.062500e+01
307	24	Fc1_3231_m.jpg	72	70	5.011265e+03	7.125000e+01
307	25	Fc1_2231_m.jpg	41	40	5.011515e+03	9.187500e+01
307	26	Fc1_2231_m.jpg	38	40	5.011168e+03	4.062500e+01
307	27	Fc1_3221_m.jpg	51	50	5.011507e+03	4.312500e+01
307	28	Fc1_3221_m.jpg	48	50	5.011039e+03	5.062500e+01
307	29	Fc1_2231_m.jpg	42	40	5.011158e+03	7.750000e+01
307	30	Fc1_2231_m.jpg	39	40	5.011512e+03	4.312500e+01
307	31	Fc1_3231_m.jpg	70	70	5.010759e+03	5.125000e+01
307	32	Fc1_3231_m.jpg	71	70	5.011347e+03	7.125000e+01
307	33	Fc1_3221_m.jpg	50	50	5.011252e+03	4.312500e+01
307	34	Fc1_3231_m.jpg	69	70	5.009934e+03	5.125000e+01
307	35	Fc1_3221_m.jpg	50	50	5.011396e+03	6.750000e+01
307	36	Fc1_3231_m.jpg	70	70	5.011028e+03	4.937500e+01
