sub_num	trial_num	stimulus	feedback	real_value	reaction_time	rating
431	1	Fc1_3221_m.jpg	80	80	2.623989e+03	7.062500e+01
431	2	Fc1_3221_m.jpg	80	80	3.521452e+03	80
431	3	Fc1_3231_m.jpg	29	30	3.306447e+03	30
431	4	Fc1_3231_m.jpg	30	30	2.105233e+03	30
431	5	Fc1_2231_m.jpg	90	90	2.222523e+03	9.062500e+01
431	6	Fc1_2231_m.jpg	92	90	1.703566e+03	90
431	7	Fc1_3231_m.jpg	30	30	3.640746e+03	2.937500e+01
431	8	Fc1_3231_m.jpg	32	30	2.036014e+03	3.125000e+01
431	9	Fc1_3221_m.jpg	81	80	5.007730e+03	7.750000e+01
431	10	Fc1_3221_m.jpg	82	80	1.554669e+03	80
431	11	Fc1_2231_m.jpg	88	90	2.972020e+03	8.937500e+01
431	12	Fc1_2231_m.jpg	90	90	2.054953e+03	8.875000e+01
431	13	Fc1_3221_m.jpg	79	80	2.955525e+03	8.250000e+01
431	14	Fc1_3221_m.jpg	78	80	2.235636e+03	7.937500e+01
431	15	Fc1_2231_m.jpg	89	90	3.106418e+03	9.187500e+01
431	16	Fc1_2231_m.jpg	90	90	2.154093e+03	9.125000e+01
431	17	Fc1_3231_m.jpg	31	30	2.404818e+03	3.062500e+01
431	18	Fc1_3231_m.jpg	30	30	2.003610e+03	2.937500e+01
431	19	Fc1_2211_m.jpg	40	40	4.356426e+03	6.062500e+01
431	20	Fc1_2211_m.jpg	42	40	1.920064e+03	6.875000e+01
431	21	Fc1_1221_m.jpg	51	50	2.305945e+03	5.062500e+01
431	22	Fc1_1221_m.jpg	48	50	1.454470e+03	4.875000e+01
431	23	Fc1_1211_m.jpg	68	70	4.540371e+03	4.062500e+01
431	24	Fc1_1211_m.jpg	71	70	1.003418e+03	6.875000e+01
431	25	Fc1_2211_m.jpg	40	40	1.969515e+03	3.937500e+01
431	26	Fc1_2211_m.jpg	38	40	1.587254e+03	40
431	27	Fc1_1221_m.jpg	50	50	2.637986e+03	7.875000e+01
431	28	Fc1_1221_m.jpg	49	50	1.069842e+03	50
431	29	Fc1_2211_m.jpg	39	40	2.406884e+03	4.125000e+01
431	30	Fc1_2211_m.jpg	41	40	1.570252e+03	4.062500e+01
431	31	Fc1_1211_m.jpg	69	70	1.636401e+03	6.875000e+01
431	32	Fc1_1211_m.jpg	70	70	3.757365e+03	6.937500e+01
431	33	Fc1_1221_m.jpg	52	50	2.838589e+03	4.937500e+01
431	34	Fc1_1211_m.jpg	70	70	4.056908e+03	6.875000e+01
431	35	Fc1_1221_m.jpg	50	50	2.370716e+03	50
431	36	Fc1_1211_m.jpg	72	70	1.770290e+03	6.937500e+01
