SubjecNumber	run	trial	Stimulus	StimulusValue	Condition	Rating	RatingRT	StartSliderPosition	stimulusOnset	StimulusOffset	RatingScaleOnset	RatingScaleOffset
433	3	1	Fa2_2122.jpg	50	summ	NaN	NaN	NaN	3.014979e+00	6.031966e+00	NaN	Nan
433	3	2	bid	NaN	NaN	5.025000e+01	1.430818e+03	60	NaN	Nan	1.051091e+01	1.352491e+01
433	3	3	Fa3_1331.jpg	50	conj	NaN	NaN	NaN	2.051807e+01	2.353520e+01	NaN	Nan
433	3	4	bid	NaN	NaN	5.025000e+01	1.997464e+03	60	NaN	Nan	3.101100e+01	3.402501e+01
433	3	5	Fa3_1221.jpg	40	conj	NaN	NaN	NaN	3.800860e+01	4.102537e+01	NaN	Nan
433	3	6	bid	NaN	NaN	39	2.963918e+03	60	NaN	Nan	4.851157e+01	5.165861e+01
433	3	7	Fa2_2122.jpg	50	summ	NaN	NaN	NaN	5.650887e+01	5.952563e+01	NaN	Nan
433	3	8	bid	NaN	NaN	5.025000e+01	-999	60	NaN	Nan	6.451161e+01	6.755935e+01
433	3	9	Fa2_2121.jpg	30	summ	NaN	NaN	NaN	7.551101e+01	7.852818e+01	NaN	Nan
433	3	10	bid	NaN	NaN	3.075000e+01	-999	60	NaN	Nan	8.251119e+01	8.554588e+01
433	3	11	Fa2_2221.jpg	40	summ	NaN	NaN	NaN	9.151378e+01	9.453097e+01	NaN	Nan
433	3	12	bid	NaN	NaN	4.125000e+01	1.787041e+03	60	NaN	Nan	1.000117e+02	1.030260e+02
433	3	13	Fa2_2323.jpg	90	summ	NaN	NaN	NaN	1.080167e+02	1.110339e+02	NaN	Nan
433	3	14	bid	NaN	NaN	9.150000e+01	-999	60	NaN	Nan	1.190126e+02	1.220596e+02
433	3	15	Fa3_1221.jpg	40	conj	NaN	NaN	NaN	1.275099e+02	1.305265e+02	NaN	Nan
433	3	16	bid	NaN	NaN	3.975000e+01	-999	60	NaN	Nan	1.345113e+02	1.375597e+02
433	3	17	Fa2_2322.jpg	80	summ	NaN	NaN	NaN	1.450099e+02	1.480268e+02	NaN	Nan
433	3	18	bid	NaN	NaN	8.025000e+01	1.930635e+03	60	NaN	Nan	1.520128e+02	1.550266e+02
433	3	19	Fa2_2221.jpg	40	summ	NaN	NaN	NaN	1.630104e+02	1.660271e+02	NaN	Nan
433	3	20	bid	NaN	NaN	39	2.398367e+03	60	NaN	Nan	1.720130e+02	1.750281e+02
433	3	21	Fa3_1231.jpg	70	conj	NaN	NaN	NaN	1.830130e+02	1.860302e+02	NaN	Nan
