sub_num	trial_num	stimulus	feedback	real_value	reaction_time	rating
435	1	Fc1_2231.jpg	50	50	3.796281e+03	6.875000e+01
435	2	Fc1_2231.jpg	50	50	2.592543e+03	4.812500e+01
435	3	Fc1_1221.jpg	89	90	3.759452e+03	80
435	4	Fc1_1221.jpg	91	90	2.325900e+03	8.937500e+01
435	5	Fc1_1221.jpg	90	90	2.424316e+03	9.062500e+01
435	6	Fc1_1221.jpg	90	90	2.458196e+03	9.062500e+01
435	7	Fc1_3221.jpg	40	40	2.092881e+03	3.875000e+01
435	8	Fc1_1211.jpg	32	30	3.259650e+03	4.937500e+01
435	9	Fc1_1221.jpg	90	90	3.893768e+03	8.812500e+01
435	10	Fc1_2211.jpg	82	80	2.475011e+03	3.062500e+01
435	11	Fc1_3231.jpg	72	70	3.108934e+03	3.937500e+01
435	12	Fc1_2211.jpg	80	80	2.792716e+03	8.125000e+01
435	13	Fc1_2211.jpg	79	80	1.576323e+03	8.187500e+01
435	14	Fc1_3221.jpg	38	40	2.474767e+03	4.062500e+01
435	15	Fc1_3221.jpg	42	40	2.474114e+03	4.062500e+01
435	16	Fc1_2231.jpg	49	50	3.644376e+03	7.750000e+01
435	17	Fc1_1211.jpg	31	30	2.010818e+03	8.125000e+01
435	18	Fc1_3231.jpg	70	70	4.159713e+03	3.937500e+01
435	19	Fc1_3231.jpg	70	70	1.991380e+03	7.125000e+01
435	20	Fc1_1211.jpg	29	30	4.977804e+03	3.812500e+01
435	21	Fc1_1211.jpg	30	30	3.061175e+03	2.750000e+01
435	22	Fc1_2231.jpg	48	50	2.274765e+03	7.312500e+01
435	23	Fc1_3221.jpg	39	40	4.009513e+03	7.125000e+01
435	24	Fc1_3231.jpg	71	70	2.024103e+03	4.062500e+01
435	25	Fc1_1221.jpg	92	90	4.009695e+03	7.125000e+01
435	26	Fc1_2211.jpg	78	80	3.226122e+03	50
435	27	Fc1_3221.jpg	40	40	4.027069e+03	40
435	28	Fc1_3221.jpg	40	40	1.890038e+03	4.062500e+01
435	29	Fc1_2231.jpg	50	50	2.710847e+03	50
435	30	Fc1_2231.jpg	51	50	4.378802e+03	40
435	31	Fc1_1211.jpg	28	30	4.226511e+03	80
435	32	Fc1_1211.jpg	30	30	2.124647e+03	3.125000e+01
435	33	Fc1_2211.jpg	80	80	3.609477e+03	75
435	34	Fc1_2211.jpg	80	80	1.492136e+03	8.125000e+01
435	35	Fc1_3231.jpg	70	70	3.891123e+03	6.875000e+01
435	36	Fc1_3231.jpg	69	70	1.706773e+03	7.125000e+01
