sub_num	trial_num	stimulus	feedback	real_value	reaction_time	rating
301	1	Fa3_1121.jpg	92	90	4.099112e+03	7.250000e+01
301	2	Fa3_1311.jpg	82	80	3.581006e+03	8.062500e+01
301	3	Fa3_1111.jpg	30	30	4.331885e+03	3.062500e+01
301	4	Fa3_1231.jpg	70	70	4.669696e+03	7.062500e+01
301	5	Fa3_1231.jpg	68	70	2.424068e+03	70
301	6	Fa3_1231.jpg	69	70	4.058180e+03	70
301	7	Fa3_1311.jpg	80	80	3.906805e+03	8.125000e+01
301	8	Fa3_1231.jpg	71	70	2.330782e+03	70
301	9	Fa3_1311.jpg	78	80	4.116946e+03	80
301	10	Fa3_1311.jpg	79	80	3.350705e+03	8.062500e+01
301	11	Fa3_1111.jpg	31	30	4.832667e+03	3.062500e+01
301	12	Fa3_1221.jpg	38	40	3.731194e+03	90
301	13	Fa3_1221.jpg	40	40	1.980357e+03	40
301	14	Fa3_1331.jpg	51	50	3.798218e+03	5.125000e+01
301	15	Fa3_1221.jpg	40	40	3.781122e+03	4.062500e+01
301	16	Fa3_1221.jpg	40	40	1.897279e+03	40
301	17	Fa3_1111.jpg	30	30	3.383666e+03	3.062500e+01
301	18	Fa3_1111.jpg	30	30	2.773111e+03	30
301	19	Fa3_1121.jpg	90	90	5.000519e+03	8.937500e+01
301	20	Fa3_1121.jpg	88	90	2.797363e+03	90
301	21	Fa3_1331.jpg	49	50	4.582650e+03	50
301	22	Fa3_1331.jpg	50	50	1.788655e+03	4.937500e+01
301	23	Fa3_1231.jpg	70	70	2.847862e+03	7.125000e+01
301	24	Fa3_1231.jpg	72	70	3.373731e+03	7.062500e+01
301	25	Fa3_1221.jpg	42	40	4.816330e+03	8.062500e+01
301	26	Fa3_1331.jpg	52	50	3.264812e+03	50
301	27	Fa3_1331.jpg	50	50	1.806014e+03	5.125000e+01
301	28	Fa3_1121.jpg	89	90	4.064643e+03	90
301	29	Fa3_1121.jpg	90	90	3.465159e+03	90
301	30	Fa3_1121.jpg	90	90	2.682141e+03	90
301	31	Fa3_1311.jpg	81	80	3.714876e+03	8.062500e+01
301	32	Fa3_1311.jpg	80	80	2.482856e+03	80
301	33	Fa3_1221.jpg	41	40	5.015788e+03	4.062500e+01
301	34	Fa3_1331.jpg	48	50	4.050083e+03	5.125000e+01
301	35	Fa3_1111.jpg	28	30	4.348070e+03	3.062500e+01
301	36	Fa3_1111.jpg	32	30	2.597261e+03	30
