sub_num	trial_num	stimulus	feedback	real_value	reaction_time	rating
404	1	Fc3_1213.jpg	52	50	5.011243e+03	60
404	2	Fc3_1312.jpg	42	40	5.010514e+03	3.812500e+01
404	3	Fc3_1112.jpg	90	90	5.009837e+03	8.125000e+01
404	4	Fc3_1112.jpg	90	90	5.010176e+03	8.812500e+01
404	5	Fc3_1313.jpg	71	70	5.010182e+03	7.375000e+01
404	6	Fc3_1313.jpg	69	70	5.011351e+03	7.062500e+01
404	7	Fc3_1111.jpg	30	30	5.010856e+03	30
404	8	Fc3_1111.jpg	30	30	5.010539e+03	3.062500e+01
404	9	Fc3_1213.jpg	50	50	5.010141e+03	4.937500e+01
404	10	Fc3_1213.jpg	50	50	5.008520e+03	5.062500e+01
404	11	Fc3_1211.jpg	82	80	5.010419e+03	80
404	12	Fc3_1112.jpg	91	90	5.010271e+03	7.187500e+01
404	13	Fc3_1111.jpg	28	30	5.010227e+03	2.937500e+01
404	14	Fc3_1211.jpg	80	80	5.009904e+03	8.062500e+01
404	15	Fc3_1211.jpg	79	80	5.010031e+03	8.062500e+01
404	16	Fc3_1312.jpg	38	40	5.011074e+03	40
404	17	Fc3_1312.jpg	40	40	5.011195e+03	40
404	18	Fc3_1111.jpg	29	30	5.008087e+03	30
404	19	Fc3_1111.jpg	31	30	5.010124e+03	2.937500e+01
404	20	Fc3_1312.jpg	40	40	5.009265e+03	3.937500e+01
404	21	Fc3_1312.jpg	41	40	5.009604e+03	40
404	22	Fc3_1213.jpg	48	50	5.009577e+03	5.062500e+01
404	23	Fc3_1213.jpg	51	50	5.009807e+03	5.062500e+01
404	24	Fc3_1313.jpg	70	70	5.009792e+03	7.062500e+01
404	25	Fc3_1112.jpg	90	90	5.009946e+03	8.812500e+01
404	26	Fc3_1313.jpg	70	70	5.009854e+03	5.062500e+01
404	27	Fc3_1313.jpg	70	70	5.010556e+03	6.875000e+01
404	28	Fc3_1211.jpg	80	80	5.009920e+03	80
404	29	Fc3_1313.jpg	72	70	5.009642e+03	5.125000e+01
404	30	Fc3_1111.jpg	32	30	5.009205e+03	2.937500e+01
404	31	Fc3_1112.jpg	88	90	5.008413e+03	90
404	32	Fc3_1112.jpg	89	90	5.009312e+03	90
404	33	Fc3_1312.jpg	40	40	5.010815e+03	40
404	34	Fc3_1213.jpg	50	50	5.008704e+03	4.937500e+01
404	35	Fc3_1211.jpg	81	80	5.010257e+03	80
404	36	Fc3_1211.jpg	78	80	5.009027e+03	80
